

cancer	gene	sample	tumor methylation	normal methylation	tumor expression	normal expression
brca	NM_003183	TCGA-A8-A09G			616.7738	
brca	NM_003183	TCGA-A8-A09I			789.1470	
brca	NM_003183	TCGA-A8-A09K			525.5721	
brca	NM_003183	TCGA-A8-A09M			514.2705	
brca	NM_003183	TCGA-A8-A09N			510.1462	
brca	NM_003183	TCGA-A8-A09Q			646.7125	
brca	NM_003183	TCGA-A8-A09R			904.7859	
brca	NM_003183	TCGA-A8-A09T			660.3774	
brca	NM_003183	TCGA-A8-A09V			829.2549	
brca	NM_003183	TCGA-A8-A09W			766.1180	
brca	NM_003183	TCGA-A8-A09X			404.0153	
brca	NM_003183	TCGA-A8-A09Z			674.8751	
brca	NM_003183	TCGA-A8-A0A1			682.7309	
brca	NM_003183	TCGA-A8-A0A2			538.0531	
brca	NM_003183	TCGA-A8-A0A4			584.5344	
brca	NM_003183	TCGA-A8-A0A7			654.1029	
brca	NM_003183	TCGA-A8-A0A9			680.4335	
brca	NM_003183	TCGA-A8-A0AB			1000.1502	
brca	NM_003183	TCGA-AN-A03X			477.1169	
brca	NM_003183	TCGA-AN-A03Y			325.8307	
brca	NM_003183	TCGA-AN-A041			980.4117	
brca	NM_003183	TCGA-AN-A046			613.7827	
brca	NM_003183	TCGA-AN-A049			831.1244	
brca	NM_003183	TCGA-AN-A04A			685.9244	
brca	NM_003183	TCGA-AN-A04C			408.2284	
brca	NM_003183	TCGA-AN-A04D			658.7964	
brca	NM_003183	TCGA-AN-A0AJ			789.5327	
brca	NM_003183	TCGA-AN-A0AK			743.0730	
brca	NM_003183	TCGA-AN-A0AL			574.8792	
brca	NM_003183	TCGA-AN-A0AM			1112.9803	
brca	NM_003183	TCGA-AN-A0AR			724.9121	
brca	NM_003183	TCGA-AN-A0AS			684.3884	
brca	NM_003183	TCGA-AN-A0AT			1978.0917	
brca	NM_003183	TCGA-AN-A0FD			702.7281	
brca	NM_003183	TCGA-AN-A0FF			531.1420	
brca	NM_003183	TCGA-AN-A0FJ			1145.8583	
brca	NM_003183	TCGA-AN-A0FK			369.5915	
brca	NM_003183	TCGA-AN-A0FL			245.0484	
brca	NM_003183	TCGA-AN-A0FN			818.2655	
brca	NM_003183	TCGA-AN-A0FS			864.0430	
brca	NM_003183	TCGA-AN-A0FT			253.2484	
brca	NM_003183	TCGA-AN-A0FV			505.8089	
brca	NM_003183	TCGA-AN-A0FW			525.5770	
brca	NM_003183	TCGA-AN-A0FX			1571.9203	
brca	NM_003183	TCGA-AN-A0FY			707.5793	
brca	NM_003183	TCGA-AN-A0FZ			689.1433	
brca	NM_003183	TCGA-AN-A0G0			951.7110	
brca	NM_003183	TCGA-AO-A03O			591.2664	
brca	NM_003183	TCGA-AO-A03P			450.4550	
brca	NM_003183	TCGA-AO-A03R			279.7530	
brca	NM_003183	TCGA-AO-A03T			338.3468	
brca	NM_003183	TCGA-AO-A03V			832.9412	
brca	NM_003183	TCGA-AO-A0J2			825.4737	
brca	NM_003183	TCGA-AO-A0J3			459.4074	
brca	NM_003183	TCGA-AO-A0J4			980.4346	
brca	NM_003183	TCGA-AO-A0J5			752.7334	
brca	NM_003183	TCGA-AO-A0J6			688.5811	
brca	NM_003183	TCGA-AO-A0J7			575.3670	
brca	NM_003183	TCGA-AO-A0J8			740.7779	
brca	NM_003183	TCGA-AO-A0J9			353.6834	
brca	NM_003183	TCGA-AO-A12A			631.8663	
brca	NM_003183	TCGA-AO-A12D			942.4486	
brca	NM_003183	TCGA-AO-A12F			1297.4904	
brca	NM_003183	TCGA-AO-A12H			397.4338	
brca	NM_003183	TCGA-AQ-A04J			1218.0260	
brca	NM_003183	TCGA-AR-A0TS			2279.9607	
brca	NM_003183	TCGA-AR-A0TY			862.9474	
brca	NM_003183	TCGA-AR-A0U1			569.5364	
brca	NM_003183	TCGA-AR-A1AH			4240.8408	
brca	NM_003183	TCGA-AR-A5QM			508.8419	
brca	NM_003183	TCGA-B6-A0I2			660.2029	
brca	NM_003183	TCGA-B6-A0I5			220.0577	
brca	NM_003183	TCGA-B6-A0I6			718.1093	
brca	NM_003183	TCGA-B6-A0I8			670.2635	
brca	NM_003183	TCGA-B6-A0I9			944.2320	
brca	NM_003183	TCGA-B6-A0IA			323.7548	
brca	NM_003183	TCGA-B6-A0IB			367.4855	
brca	NM_003183	TCGA-B6-A0IC			551.2851	
brca	NM_003183	TCGA-B6-A0IE			427.3217	
brca	NM_003183	TCGA-B6-A0IG			463.1223	
brca	NM_003183	TCGA-B6-A0IH			680.1640	
brca	NM_003183	TCGA-B6-A0IJ			733.5155	
brca	NM_003183	TCGA-B6-A0IM			832.7508	
brca	NM_003183	TCGA-B6-A0IN			354.5915	
brca	NM_003183	TCGA-B6-A0IO			551.3611	
brca	NM_003183	TCGA-B6-A0IP			672.2562	
brca	NM_003183	TCGA-B6-A0IQ			728.8657	
brca	NM_003183	TCGA-B6-A0RH			595.2545	
brca	NM_003183	TCGA-B6-A0RQ			859.1019	
brca	NM_003183	TCGA-B6-A0WS			714.9709	
brca	NM_003183	TCGA-B6-A0X0			621.3768	
brca	NM_003183	TCGA-BH-A0AV			1025.1847	
brca	NM_003183	TCGA-BH-A0AY			455.4542	698.6957
brca	NM_003183	TCGA-BH-A0B0			527.8810	
brca	NM_003183	TCGA-BH-A0B1			721.6841	
brca	NM_003183	TCGA-BH-A0B4			497.8184	
brca	NM_003183	TCGA-BH-A0B7			840.2430	1044.4540
brca	NM_003183	TCGA-BH-A0BD			801.5043	
brca	NM_003183	TCGA-BH-A0BG			912.9622	
brca	NM_003183	TCGA-BH-A0BL			899.4085	
brca	NM_003183	TCGA-BH-A0BO			1222.5471	
brca	NM_003183	TCGA-BH-A0BP			627.8837	
brca	NM_003183	TCGA-BH-A0BQ			698.5820	1417.7322
brca	NM_003183	TCGA-BH-A0BR			954.5064	
brca	NM_003183	TCGA-BH-A0BV			429.7774	1056.6248
brca	NM_003183	TCGA-BH-A0BW			3242.4465	1082.4897
brca	NM_003183	TCGA-BH-A0C1			985.9039	
brca	NM_003183	TCGA-BH-A0C7			1045.1320	
brca	NM_003183	TCGA-BH-A0DE			645.1742	
brca	NM_003183	TCGA-BH-A0DL			2270.5374	886.8935
brca	NM_003183	TCGA-BH-A0DO			722.4251	873.9496
brca	NM_003183	TCGA-BH-A0DT			768.5112	1067.1779
brca	NM_003183	TCGA-BH-A0DX			770.0037	
brca	NM_003183	TCGA-BH-A0DZ			737.2881	635.6383
brca	NM_003183	TCGA-BH-A0E6			565.8879	
brca	NM_003183	TCGA-BH-A0E7			1135.6770	
brca	NM_003183	TCGA-BH-A0E9			991.5952	
brca	NM_003183	TCGA-BH-A0EA			561.7897	
brca	NM_003183	TCGA-BH-A0EB			675.0082	
brca	NM_003183	TCGA-BH-A0EE			287.1967	
brca	NM_003183	TCGA-BH-A0EI			884.8976	
brca	NM_003183	TCGA-BH-A0H5			522.3278	968.0100
brca	NM_003183	TCGA-BH-A0HL			591.7142	
brca	NM_003183	TCGA-BH-A0HO			541.2896	
brca	NM_003183	TCGA-BH-A0HQ			623.9744	
brca	NM_003183	TCGA-BH-A0HU			681.5112	
brca	NM_003183	TCGA-BH-A0HW			514.8922	
brca	NM_003183	TCGA-BH-A0W7			480.3183	
brca	NM_003183	TCGA-BH-A18F			896.8223	
brca	NM_003183	TCGA-BH-A18G			514.3750	
brca	NM_003183	TCGA-BH-A18H			425.9834	
brca	NM_003183	TCGA-BH-A18I			698.0099	
brca	NM_003183	TCGA-BH-A18J			821.5892	779.8574
brca	NM_003183	TCGA-BH-A18K			434.8827	1049.9067
brca	NM_003183	TCGA-BH-A18L			653.4682	696.3835
brca	NM_003183	TCGA-BH-A18M			722.1357	839.5769
brca	NM_003183	TCGA-BH-A18N			505.1476	737.4339
brca	NM_003183	TCGA-BH-A18P			653.6666	644.6246
brca	NM_003183	TCGA-BH-A18Q			817.5368	810.8702
brca	NM_003183	TCGA-BH-A18R			769.6880	583.2013
brca	NM_003183	TCGA-BH-A18S			606.8038	820.2087
brca	NM_003183	TCGA-BH-A18T			2814.2119	
brca	NM_003183	TCGA-BH-A18U			682.7295	1044.3396
brca	NM_003183	TCGA-BH-A5IZ			1287.2633	
brca	NM_003183	TCGA-BH-A5J0			153.8462	
brca	NM_003183	TCGA-C8-A12K			640.6539	
brca	NM_003183	TCGA-C8-A12L			1438.8604	
brca	NM_003183	TCGA-C8-A12M			674.2920	
brca	NM_003183	TCGA-C8-A12N			647.7880	
brca	NM_003183	TCGA-C8-A12O			880.6681	
brca	NM_003183	TCGA-C8-A12P			1013.7562	
brca	NM_003183	TCGA-C8-A12Q			917.9790	
brca	NM_003183	TCGA-C8-A12T			576.0128	
brca	NM_003183	TCGA-C8-A12U			488.3218	
brca	NM_003183	TCGA-C8-A12V			1399.4323	
brca	NM_003183	TCGA-C8-A12W			747.9499	
brca	NM_003183	TCGA-C8-A12X			408.6331	
brca	NM_003183	TCGA-C8-A12Y			390.7760	
brca	NM_003183	TCGA-C8-A12Z			904.2409	
brca	NM_003183	TCGA-C8-A130			644.7818	
brca	NM_003183	TCGA-C8-A131			563.5226	
brca	NM_003183	TCGA-C8-A132			1037.4517	
brca	NM_003183	TCGA-C8-A133			213.8323	
brca	NM_003183	TCGA-C8-A134			1064.1677	
brca	NM_003183	TCGA-C8-A135			859.4470	
brca	NM_003183	TCGA-C8-A137			1020.7116	
brca	NM_003183	TCGA-C8-A138			371.3882	
brca	NM_003183	TCGA-D8-A13Y			484.4233	
brca	NM_003183	TCGA-D8-A13Z			1318.7584	
brca	NM_003183	TCGA-D8-A140			744.1130	
brca	NM_003183	TCGA-D8-A141			708.3050	
brca	NM_003183	TCGA-D8-A142			955.3785	
brca	NM_003183	TCGA-D8-A143			2099.1409	
brca	NM_003183	TCGA-D8-A145			462.8733	
brca	NM_003183	TCGA-D8-A146			680.6693	
brca	NM_003183	TCGA-D8-A147			1558.0608	
brca	NM_003183	TCGA-E2-A10A			792.6983	
brca	NM_003183	TCGA-E2-A14O			289.3788	
brca	NM_003183	TCGA-E2-A14P			1185.8230	
brca	NM_003183	TCGA-E2-A14Q			662.7946	
brca	NM_003183	TCGA-E2-A14R			481.4857	
brca	NM_003183	TCGA-E2-A14S			568.1006	
brca	NM_003183	TCGA-E2-A14T			569.6788	
brca	NM_003183	TCGA-E2-A14V			1119.0770	
brca	NM_003183	TCGA-E2-A14W			260.6612	
brca	NM_003183	TCGA-E2-A14X			956.3752	
brca	NM_003183	TCGA-E2-A14Y			651.1382	
brca	NM_003183	TCGA-E2-A14Z			609.4170	
brca	NM_003183	TCGA-E2-A150			1321.7321	
brca	NM_003183	TCGA-E2-A152			692.9851	
brca	NM_003183	TCGA-E2-A153			764.1824	938.3445
brca	NM_003183	TCGA-E2-A154			540.2584	
brca	NM_003183	TCGA-E2-A155			635.4429	
brca	NM_003183	TCGA-E2-A156			782.4838	
brca	NM_003183	TCGA-E2-A158			1963.8420	627.8924
brca	NM_003183	TCGA-E2-A159			1386.9095	
brca	NM_003183	TCGA-E2-A15A			747.8512	
brca	NM_003183	TCGA-E2-A15C			790.8000	
brca	NM_003183	TCGA-E2-A15D			588.0911	
brca	NM_003183	TCGA-E2-A15E			557.8154	
brca	NM_003183	TCGA-E2-A15F			750.3961	
brca	NM_003183	TCGA-E2-A15G			546.7213	
brca	NM_003183	TCGA-E2-A15H			687.3239	
brca	NM_003183	TCGA-E2-A15L			796.2357	
brca	NM_003183	TCGA-E2-A15M			1003.9191	889.7574
brca	NM_003183	TCGA-E2-A15O			758.6278	
brca	NM_003183	TCGA-E2-A15P			837.0520	
brca	NM_003183	TCGA-E2-A15R			554.5138	
brca	NM_003183	TCGA-E2-A15S			1164.9174	
brca	NM_003183	TCGA-E2-A15T			619.5593	
brca	NM_003183	TCGA-E9-A5FK			131.3715	
brca	NM_003183	TCGA-E9-A5FL			608.5271	
brca	NM_003183	TCGA-HN-A2OB			674.0108	
brca	NM_003183	TCGA-OK-A5Q2			569.0377	
brca	NM_003183	TCGA-OL-A5D6			665.2998	
brca	NM_003183	TCGA-OL-A5D7			521.8015	
brca	NM_003183	TCGA-OL-A5D8			575.2688	
brca	NM_003183	TCGA-OL-A5DA			426.9192	
brca	NM_003183	TCGA-PE-A5DC			304.3245	
brca	NM_003183	TCGA-PE-A5DD			410.0398	
brca	NM_003183	TCGA-PE-A5DE			388.6298	
