index	FACS.selection	age	batch	cell	cell_ontology_class	cell_ontology_id	cellid	free_annotation	mouse.id	plate	sex	well	Expressed Genes	UMI Count	Louvain Cluster	leiden	cluster_names
L21.MAA000487.3_10_M.1.1-1	nan	3m	1	L21.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5398	7039.4575	2	7	2_bladder urothelial cell
L22.D041914.3_8_M.1.1-1	nan	3m	1	L22.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5059	6622.4624	5	3	5_bladder urothelial cell
L22.D042253.3_9_M.1.1-1	nan	3m	1	L22.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	5747	8062.9995	6	6	6_bladder urothelial cell
L22.MAA000487.3_10_M.1.1-1	nan	3m	1	L22.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5125	7095.4062	2	7	2_bladder urothelial cell
L3.B000610.3_56_F.1.1-1	nan	3m	1	L3.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	3337	5774.2227	3	9	3_bladder cell
L3.B002771.3_39_F.1.1-1	nan	3m	1	L3.B002771.3_39_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_39_F	nan	female	nan	4646	5462.3286	1	1	1_bladder cell
L3.D041914.3_8_M.1.1-1	nan	3m	1	L3.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4233	5750.6084	1	1	1_bladder cell
L3.D042253.3_9_M.1.1-1	nan	3m	1	L3.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4216	6257.9443	4	4	4_bladder cell
L3.MAA000487.3_10_M.1.1-1	nan	3m	1	L3.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4808	6056.5933	4	4	4_bladder cell
L4.B002771.3_39_F.1.1-1	nan	3m	1	L4.B002771.3_39_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_39_F	nan	female	nan	4982	6865.0625	1	1	1_bladder cell
L4.D041914.3_8_M.1.1-1	nan	3m	1	L4.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	5857	6629.1123	3	10	3_bladder cell
L4.D042253.3_9_M.1.1-1	nan	3m	1	L4.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4554	6191.8804	1	8	1_bladder cell
L4.MAA000487.3_10_M.1.1-1	nan	3m	1	L4.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	4994	5839.344	1	8	1_bladder cell
L5.B000610.3_56_F.1.1-1	nan	3m	1	L5.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4811	6867.089	5	3	5_bladder urothelial cell
L5.D041914.3_8_M.1.1-1	nan	3m	1	L5.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	5497	6996.538	3	10	3_bladder cell
L5.D042253.3_9_M.1.1-1	nan	3m	1	L5.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	5409	7310.194	1	8	1_bladder cell
L5.MAA000487.3_10_M.1.1-1	nan	3m	1	L5.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4532	6102.2363	4	4	4_bladder cell
L6.D041914.3_8_M.1.1-1	nan	3m	1	L6.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	5642	6693.6943	3	10	3_bladder cell
L6.MAA000487.3_10_M.1.1-1	nan	3m	1	L6.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4524	6239.272	4	4	4_bladder cell
L7.B000610.3_56_F.1.1-1	nan	3m	1	L7.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4334	6129.736	6	6	6_bladder urothelial cell
L7.D041914.3_8_M.1.1-1	nan	3m	1	L7.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	3938	6294.6685	1	1	1_bladder cell
L7.D042253.3_9_M.1.1-1	nan	3m	1	L7.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4967	6782.24	4	4	4_bladder cell
L7.MAA000487.3_10_M.1.1-1	nan	3m	1	L7.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	5492	6260.406	1	8	1_bladder cell
L8.B000610.3_56_F.1.1-1	nan	3m	1	L8.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4542	6178.276	5	3	5_bladder urothelial cell
L8.D041914.3_8_M.1.1-1	nan	3m	1	L8.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4198	5983.8853	3	9	3_bladder cell
L8.D042253.3_9_M.1.1-1	nan	3m	1	L8.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4629	6554.3047	1	8	1_bladder cell
L9.B000610.3_56_F.1.1-1	nan	3m	1	L9.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4571	6130.603	5	3	5_bladder urothelial cell
L9.B002771.3_39_F.1.1-1	nan	3m	1	L9.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5465	6576.305	6	6	6_bladder urothelial cell
L9.D041914.3_8_M.1.1-1	nan	3m	1	L9.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	3865	5540.1196	1	1	1_bladder cell
L9.D042253.3_9_M.1.1-1	nan	3m	1	L9.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4580	6795.9883	1	8	1_bladder cell
L9.MAA000487.3_10_M.1.1-1	nan	3m	1	L9.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6408	7073.9985	6	5	6_bladder urothelial cell
M1.B002764.3_38_F.1.1-1	nan	3m	1	M1.B002764.3_38_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_38_F	nan	female	nan	3600	5391.7397	3	9	3_bladder cell
M1.D041914.3_8_M.1.1-1	nan	3m	1	M1.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4634	5225.7007	3	10	3_bladder cell
M1.D042253.3_9_M.1.1-1	nan	3m	1	M1.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4054	6092.724	4	4	4_bladder cell
M1.MAA000487.3_10_M.1.1-1	nan	3m	1	M1.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	4855	5521.758	1	8	1_bladder cell
M10.B000610.3_56_F.1.1-1	nan	3m	1	M10.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+)	3_56_F	nan	female	nan	4013	5743.3145	0	0	0_bladder urothelial cell
M10.D041914.3_8_M.1.1-1	nan	3m	1	M10.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	5186	6029.407	1	1	1_bladder cell
M10.D042253.3_9_M.1.1-1	nan	3m	1	M10.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4348	5960.4453	4	4	4_bladder cell
M10.MAA000487.3_10_M.1.1-1	nan	3m	1	M10.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5877	6877.9478	6	5	6_bladder urothelial cell
M11.B000610.3_56_F.1.1-1	nan	3m	1	M11.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4423	6524.116	5	3	5_bladder urothelial cell
M11.D041914.3_8_M.1.1-1	nan	3m	1	M11.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	5122	6677.0776	3	10	3_bladder cell
M11.D042253.3_9_M.1.1-1	nan	3m	1	M11.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4482	6514.1294	1	8	1_bladder cell
M11.MAA000487.3_10_M.1.1-1	nan	3m	1	M11.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5161	6898.0586	6	5	6_bladder urothelial cell
M12.B000610.3_56_F.1.1-1	nan	3m	1	M12.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4311	6196.0674	5	3	5_bladder urothelial cell
M12.D041914.3_8_M.1.1-1	nan	3m	1	M12.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	5016	6618.028	1	9	1_bladder cell
M12.D042253.3_9_M.1.1-1	nan	3m	1	M12.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4594	6694.617	1	8	1_bladder cell
M13.B000610.3_56_F.1.1-1	nan	3m	1	M13.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_56_F	nan	female	nan	3271	5232.6294	1	1	1_bladder cell
M13.B002771.3_39_F.1.1-1	nan	3m	1	M13.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5292	6300.333	5	3	5_bladder urothelial cell
M13.D041914.3_8_M.1.1-1	nan	3m	1	M13.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	5361	6336.788	3	10	3_bladder cell
M13.D042253.3_9_M.1.1-1	nan	3m	1	M13.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	5130	6534.9453	1	8	1_bladder cell
M13.MAA000487.3_10_M.1.1-1	nan	3m	1	M13.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6054	7179.0137	2	5	2_bladder urothelial cell
M14.B000610.3_56_F.1.1-1	nan	3m	1	M14.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	2813	5065.3335	3	9	3_bladder cell
M14.D041914.3_8_M.1.1-1	nan	3m	1	M14.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4748	5932.185	1	1	1_bladder cell
M14.D042253.3_9_M.1.1-1	nan	3m	1	M14.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4438	6609.039	1	8	1_bladder cell
M14.MAA000487.3_10_M.1.1-1	nan	3m	1	M14.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5854	7244.9014	2	5	2_bladder urothelial cell
M15.B000610.3_56_F.1.1-1	nan	3m	1	M15.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_56_F	nan	female	nan	2848	5296.713	1	1	1_bladder cell
M15.B002771.3_39_F.1.1-1	nan	3m	1	M15.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5160	6290.9443	5	3	5_bladder urothelial cell
M15.D041914.3_8_M.1.1-1	nan	3m	1	M15.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5195	6137.99	5	3	5_bladder urothelial cell
M15.D042253.3_9_M.1.1-1	nan	3m	1	M15.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	4993	7396.109	6	6	6_bladder urothelial cell
M15.MAA000487.3_10_M.1.1-1	nan	3m	1	M15.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5982	7090.0737	2	5	2_bladder urothelial cell
M16.B000610.3_56_F.1.1-1	nan	3m	1	M16.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	2838	5383.674	3	9	3_bladder cell
M16.B002771.3_39_F.1.1-1	nan	3m	1	M16.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5554	6898.832	5	3	5_bladder urothelial cell
M16.D041914.3_8_M.1.1-1	nan	3m	1	M16.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	3713	6013.0703	6	6	6_bladder urothelial cell
M16.D042253.3_9_M.1.1-1	nan	3m	1	M16.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_9_M	nan	male	nan	5704	8030.148	2	7	2_bladder urothelial cell
M16.MAA000487.3_10_M.1.1-1	nan	3m	1	M16.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	6298	7665.04	2	7	2_bladder urothelial cell
M17.D041914.3_8_M.1.1-1	nan	3m	1	M17.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5566	6264.544	5	3	5_bladder urothelial cell
M17.D042253.3_9_M.1.1-1	nan	3m	1	M17.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	5141	7614.672	2	5	2_bladder urothelial cell
M17.MAA000487.3_10_M.1.1-1	nan	3m	1	M17.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5274	6768.4043	2	7	2_bladder urothelial cell
M18.D041914.3_8_M.1.1-1	nan	3m	1	M18.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5503	6285.675	6	6	6_bladder urothelial cell
M18.D042253.3_9_M.1.1-1	nan	3m	1	M18.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	6054	7755.0054	2	5	2_bladder urothelial cell
M18.MAA000487.3_10_M.1.1-1	nan	3m	1	M18.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5609	7178.3774	2	7	2_bladder urothelial cell
M19.D041914.3_8_M.1.1-1	nan	3m	1	M19.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5759	6187.422	6	6	6_bladder urothelial cell
M19.D042253.3_9_M.1.1-1	nan	3m	1	M19.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	5832	7297.223	2	5	2_bladder urothelial cell
M19.MAA000487.3_10_M.1.1-1	nan	3m	1	M19.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5575	6931.6055	2	7	2_bladder urothelial cell
M2.D041914.3_8_M.1.1-1	nan	3m	1	M2.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	3792	6101.861	3	10	3_bladder cell
M2.D042253.3_9_M.1.1-1	nan	3m	1	M2.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4715	6533.2017	4	4	4_bladder cell
M2.MAA000487.3_10_M.1.1-1	nan	3m	1	M2.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	4054	5437.8535	1	8	1_bladder cell
M20.D041914.3_8_M.1.1-1	nan	3m	1	M20.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5849	6543.9897	6	6	6_bladder urothelial cell
M20.D042253.3_9_M.1.1-1	nan	3m	1	M20.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_9_M	nan	male	nan	5470	7733.983	2	7	2_bladder urothelial cell
M20.MAA000487.3_10_M.1.1-1	nan	3m	1	M20.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	6527	7239.429	2	7	2_bladder urothelial cell
M21.D041914.3_8_M.1.1-1	nan	3m	1	M21.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	6076	6699.731	2	5	2_bladder urothelial cell
M21.D042253.3_9_M.1.1-1	nan	3m	1	M21.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	5713	7238.295	6	6	6_bladder urothelial cell
M22.D041914.3_8_M.1.1-1	nan	3m	1	M22.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5529	6445.9893	5	3	5_bladder urothelial cell
M3.B000610.3_56_F.1.1-1	nan	3m	1	M3.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_56_F	nan	female	nan	3577	6035.2646	1	1	1_bladder cell
M3.D041914.3_8_M.1.1-1	nan	3m	1	M3.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4914	6634.285	3	10	3_bladder cell
M3.D042253.3_9_M.1.1-1	nan	3m	1	M3.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4302	6465.748	1	8	1_bladder cell
M3.MAA000487.3_10_M.1.1-1	nan	3m	1	M3.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	4929	5921.9307	1	8	1_bladder cell
M4.D041914.3_8_M.1.1-1	nan	3m	1	M4.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4872	6553.306	3	10	3_bladder cell
M4.D042253.3_9_M.1.1-1	nan	3m	1	M4.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4320	6413.1934	4	4	4_bladder cell
M4.MAA000487.3_10_M.1.1-1	nan	3m	1	M4.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	3943	5983.08	4	4	4_bladder cell
M5.B000610.3_56_F.1.1-1	nan	3m	1	M5.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	5025	6687.0693	5	3	5_bladder urothelial cell
M5.D041914.3_8_M.1.1-1	nan	3m	1	M5.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	5448	6685.5044	3	10	3_bladder cell
M5.D042253.3_9_M.1.1-1	nan	3m	1	M5.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4824	6841.411	4	4	4_bladder cell
M6.B000610.3_56_F.1.1-1	nan	3m	1	M6.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	5020	6448.831	5	3	5_bladder urothelial cell
M6.D041914.3_8_M.1.1-1	nan	3m	1	M6.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	5508	6462.989	3	10	3_bladder cell
M6.D042253.3_9_M.1.1-1	nan	3m	1	M6.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	3527	5770.522	1	8	1_bladder cell
M6.MAA000487.3_10_M.1.1-1	nan	3m	1	M6.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	4350	5757.119	1	8	1_bladder cell
M7.B000610.3_56_F.1.1-1	nan	3m	1	M7.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4796	6147.311	5	3	5_bladder urothelial cell
M7.D041914.3_8_M.1.1-1	nan	3m	1	M7.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4869	6772.564	3	10	3_bladder cell
M7.D042253.3_9_M.1.1-1	nan	3m	1	M7.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4842	6725.7637	4	4	4_bladder cell
M8.B000610.3_56_F.1.1-1	nan	3m	1	M8.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	5037	6001.708	5	3	5_bladder urothelial cell
M8.B002764.3_38_F.1.1-1	nan	3m	1	M8.B002764.3_38_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_38_F	nan	female	nan	3786	5816.8325	0	3	0_bladder urothelial cell
M8.B002771.3_39_F.1.1-1	nan	3m	1	M8.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5645	6367.8213	5	3	5_bladder urothelial cell
M8.D041914.3_8_M.1.1-1	nan	3m	1	M8.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4374	6368.016	1	9	1_bladder cell
M8.D042253.3_9_M.1.1-1	nan	3m	1	M8.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4289	6123.522	4	4	4_bladder cell
M8.MAA000487.3_10_M.1.1-1	nan	3m	1	M8.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6353	6977.6084	2	5	2_bladder urothelial cell
M9.B000610.3_56_F.1.1-1	nan	3m	1	M9.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	5075	6644.1455	5	3	5_bladder urothelial cell
M9.B002764.3_38_F.1.1-1	nan	3m	1	M9.B002764.3_38_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_38_F	nan	female	nan	3809	6160.963	6	6	6_bladder urothelial cell
M9.D042253.3_9_M.1.1-1	nan	3m	1	M9.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4818	6863.6685	1	8	1_bladder cell
M9.MAA000487.3_10_M.1.1-1	nan	3m	1	M9.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6476	7430.2847	2	5	2_bladder urothelial cell
N1.B000610.3_56_F.1.1-1	nan	3m	1	N1.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	3636	5715.1455	3	9	3_bladder cell
N1.D041914.3_8_M.1.1-1	nan	3m	1	N1.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4580	5711.1826	3	10	3_bladder cell
N1.D042253.3_9_M.1.1-1	nan	3m	1	N1.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4224	5913.4277	4	4	4_bladder cell
N1.MAA000487.3_10_M.1.1-1	nan	3m	1	N1.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	6312	5794.206	4	4	4_bladder cell
N10.B000610.3_56_F.1.1-1	nan	3m	1	N10.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	3817	5897.593	5	3	5_bladder urothelial cell
N10.B002771.3_39_F.1.1-1	nan	3m	1	N10.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5337	6284.353	5	6	5_bladder urothelial cell
N10.D041914.3_8_M.1.1-1	nan	3m	1	N10.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	5939	7184.5947	1	1	1_bladder cell
