index	FACS.selection	age	batch	cell	cell_ontology_class	cell_ontology_id	cellid	free_annotation	mouse.id	plate	sex	well	Expressed Genes	UMI Count	Louvain Cluster	leiden	cluster_names
D3.MAA000487.3_10_M.1.1-1	nan	3m	1	D3.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4515	5915.7637	4	4	4_bladder cell
D4.B000610.3_56_F.1.1-1	nan	3m	1	D4.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	2957	5366.8184	3	9	3_bladder cell
D4.D041914.3_8_M.1.1-1	nan	3m	1	D4.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4803	5749.7734	3	10	3_bladder cell
D4.D042253.3_9_M.1.1-1	nan	3m	1	D4.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4943	6980.0225	4	4	4_bladder cell
D4.MAA000487.3_10_M.1.1-1	nan	3m	1	D4.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	5648	6724.1216	1	8	1_bladder cell
D5.B000610.3_56_F.1.1-1	nan	3m	1	D5.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4018	5717.026	5	3	5_bladder urothelial cell
D5.D041914.3_8_M.1.1-1	nan	3m	1	D5.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	6097	6855.6343	1	1	1_bladder cell
D5.D042253.3_9_M.1.1-1	nan	3m	1	D5.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4783	6591.11	4	4	4_bladder cell
D5.MAA000487.3_10_M.1.1-1	nan	3m	1	D5.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4254	6121.9746	4	4	4_bladder cell
D6.B002771.3_39_F.1.1-1	nan	3m	1	D6.B002771.3_39_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_39_F	nan	female	nan	4761	6512.9155	1	1	1_bladder cell
D6.D041914.3_8_M.1.1-1	nan	3m	1	D6.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4316	6614.357	1	1	1_bladder cell
D6.D042253.3_9_M.1.1-1	nan	3m	1	D6.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	5285	6805.682	4	4	4_bladder cell
D6.MAA000487.3_10_M.1.1-1	nan	3m	1	D6.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	4664	6662.401	1	8	1_bladder cell
D7.D041914.3_8_M.1.1-1	nan	3m	1	D7.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	3645	5693.3438	1	1	1_bladder cell
D7.D042253.3_9_M.1.1-1	nan	3m	1	D7.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	6326	7630.6533	4	4	4_bladder cell
D7.MAA000487.3_10_M.1.1-1	nan	3m	1	D7.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	6596	6977.943	4	4	4_bladder cell
D8.D041914.3_8_M.1.1-1	nan	3m	1	D8.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	5298	6839.8647	1	1	1_bladder cell
D8.D042253.3_9_M.1.1-1	nan	3m	1	D8.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4583	6424.2095	4	4	4_bladder cell
D9.B002771.3_39_F.1.1-1	nan	3m	1	D9.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	5694	6224.7417	5	3	5_bladder urothelial cell
D9.D042253.3_9_M.1.1-1	nan	3m	1	D9.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4719	6830.2	1	8	1_bladder cell
D9.MAA000487.3_10_M.1.1-1	nan	3m	1	D9.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5951	7384.729	2	5	2_bladder urothelial cell
E1.B002764.3_38_F.1.1-1	nan	3m	1	E1.B002764.3_38_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_38_F	nan	female	nan	2708	5218.4473	3	9	3_bladder cell
E1.D041914.3_8_M.1.1-1	nan	3m	1	E1.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4617	6106.111	3	9	3_bladder cell
E1.D042253.3_9_M.1.1-1	nan	3m	1	E1.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4515	6533.063	3	10	3_bladder cell
E1.MAA000487.3_10_M.1.1-1	nan	3m	1	E1.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4809	5979.9434	4	4	4_bladder cell
E10.B000610.3_56_F.1.1-1	nan	3m	1	E10.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4221	5910.3574	5	3	5_bladder urothelial cell
E10.D041914.3_8_M.1.1-1	nan	3m	1	E10.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4521	6043.5713	1	1	1_bladder cell
E10.D042253.3_9_M.1.1-1	nan	3m	1	E10.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4726	6169.4756	4	4	4_bladder cell
E10.MAA000487.3_10_M.1.1-1	nan	3m	1	E10.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6069	7000.0376	2	5	2_bladder urothelial cell
E11.B000610.3_56_F.1.1-1	nan	3m	1	E11.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4423	6152.932	5	3	5_bladder urothelial cell
E11.D041914.3_8_M.1.1-1	nan	3m	1	E11.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4390	5974.6294	1	1	1_bladder cell
E11.D042253.3_9_M.1.1-1	nan	3m	1	E11.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4894	7138.104	4	4	4_bladder cell
E11.MAA000487.3_10_M.1.1-1	nan	3m	1	E11.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5130	7387.339	6	6	6_bladder urothelial cell
E12.B000610.3_56_F.1.1-1	nan	3m	1	E12.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4344	6326.138	5	3	5_bladder urothelial cell
E12.B002771.3_39_F.1.1-1	nan	3m	1	E12.B002771.3_39_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_39_F	nan	female	nan	6024	6537.541	5	3	5_bladder urothelial cell
E12.D041914.3_8_M.1.1-1	nan	3m	1	E12.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4905	6211.493	3	10	3_bladder cell
E12.D042253.3_9_M.1.1-1	nan	3m	1	E12.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4576	6332.5054	1	8	1_bladder cell
E12.MAA000487.3_10_M.1.1-1	nan	3m	1	E12.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6144	7308.787	2	5	2_bladder urothelial cell
E13.D041914.3_8_M.1.1-1	nan	3m	1	E13.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	5862	7079.694	3	10	3_bladder cell
E13.D042253.3_9_M.1.1-1	nan	3m	1	E13.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4245	6297.6543	1	8	1_bladder cell
E13.MAA000487.3_10_M.1.1-1	nan	3m	1	E13.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6426	7568.4546	2	5	2_bladder urothelial cell
E14.D041914.3_8_M.1.1-1	nan	3m	1	E14.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4398	5469.837	1	1	1_bladder cell
E14.D042253.3_9_M.1.1-1	nan	3m	1	E14.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	6900	9437.731	4	4	4_bladder cell
E14.MAA000487.3_10_M.1.1-1	nan	3m	1	E14.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5633	6803.4814	2	5	2_bladder urothelial cell
E15.B000610.3_56_F.1.1-1	nan	3m	1	E15.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	3811	6348.597	3	9	3_bladder cell
E15.D041914.3_8_M.1.1-1	nan	3m	1	E15.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5659	5660.409	6	6	6_bladder urothelial cell
E15.D042253.3_9_M.1.1-1	nan	3m	1	E15.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	5180	7734.1177	6	6	6_bladder urothelial cell
E15.MAA000487.3_10_M.1.1-1	nan	3m	1	E15.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	4897	6816.439	2	7	2_bladder urothelial cell
E16.D042253.3_9_M.1.1-1	nan	3m	1	E16.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	5920	7685.975	2	5	2_bladder urothelial cell
E16.MAA000487.3_10_M.1.1-1	nan	3m	1	E16.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5371	7309.29	2	7	2_bladder urothelial cell
E17.D041914.3_8_M.1.1-1	nan	3m	1	E17.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5729	5759.442	6	6	6_bladder urothelial cell
E17.D042253.3_9_M.1.1-1	nan	3m	1	E17.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	5859	8420.761	6	5	6_bladder urothelial cell
E17.MAA000487.3_10_M.1.1-1	nan	3m	1	E17.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	7751	7230.0044	2	7	2_bladder urothelial cell
E18.B002764.3_38_F.1.1-1	nan	3m	1	E18.B002764.3_38_F.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+)	3_38_F	nan	female	nan	4025	6083.207	0	0	0_bladder urothelial cell
E18.D041914.3_8_M.1.1-1	nan	3m	1	E18.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5758	5566.086	6	6	6_bladder urothelial cell
E18.D042253.3_9_M.1.1-1	nan	3m	1	E18.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	5684	7761.2065	2	5	2_bladder urothelial cell
E18.MAA000487.3_10_M.1.1-1	nan	3m	1	E18.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	4920	7120.5225	2	7	2_bladder urothelial cell
E19.B002764.3_38_F.1.1-1	nan	3m	1	E19.B002764.3_38_F.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+)	3_38_F	nan	female	nan	3429	5488.3564	0	0	0_bladder urothelial cell
E19.D041914.3_8_M.1.1-1	nan	3m	1	E19.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	4341	6405.8237	6	6	6_bladder urothelial cell
E19.D042253.3_9_M.1.1-1	nan	3m	1	E19.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	5861	7935.4673	2	5	2_bladder urothelial cell
E19.MAA000487.3_10_M.1.1-1	nan	3m	1	E19.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	5139	6790.717	2	7	2_bladder urothelial cell
E2.B002771.3_39_F.1.1-1	nan	3m	1	E2.B002771.3_39_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_39_F	nan	female	nan	5308	6251.6675	1	1	1_bladder cell
E2.D042253.3_9_M.1.1-1	nan	3m	1	E2.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	5223	7140.163	4	4	4_bladder cell
E2.MAA000487.3_10_M.1.1-1	nan	3m	1	E2.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	4835	6370.1855	1	8	1_bladder cell
E20.D042253.3_9_M.1.1-1	nan	3m	1	E20.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	6176	7942.744	2	5	2_bladder urothelial cell
E20.MAA000487.3_10_M.1.1-1	nan	3m	1	E20.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6164	7522.2554	2	5	2_bladder urothelial cell
E21.D041914.3_8_M.1.1-1	nan	3m	1	E21.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	5329	6257.978	6	6	6_bladder urothelial cell
E21.D042253.3_9_M.1.1-1	nan	3m	1	E21.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	5698	7527.4634	2	5	2_bladder urothelial cell
E21.MAA000487.3_10_M.1.1-1	nan	3m	1	E21.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	4922	6192.404	2	7	2_bladder urothelial cell
E22.B002764.3_38_F.1.1-1	nan	3m	1	E22.B002764.3_38_F.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+)	3_38_F	nan	female	nan	4305	6002.3354	0	0	0_bladder urothelial cell
E22.D041914.3_8_M.1.1-1	nan	3m	1	E22.D041914.3_8_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_8_M	nan	male	nan	4987	5906.558	6	6	6_bladder urothelial cell
E22.D042253.3_9_M.1.1-1	nan	3m	1	E22.D042253.3_9_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_9_M	nan	male	nan	4943	7475.5283	6	6	6_bladder urothelial cell
E22.MAA000487.3_10_M.1.1-1	nan	3m	1	E22.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	basal bladder epithelial cell (Krt5+Krt14+)	3_10_M	nan	male	nan	6567	7577.372	2	7	2_bladder urothelial cell
E3.D041914.3_8_M.1.1-1	nan	3m	1	E3.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	5637	7013.3335	3	10	3_bladder cell
E3.D042253.3_9_M.1.1-1	nan	3m	1	E3.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4813	6815.8833	4	4	4_bladder cell
E3.MAA000487.3_10_M.1.1-1	nan	3m	1	E3.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4450	5919.933	4	4	4_bladder cell
E4.B000610.3_56_F.1.1-1	nan	3m	1	E4.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_56_F	nan	female	nan	4501	6494.3193	1	1	1_bladder cell
E4.D041914.3_8_M.1.1-1	nan	3m	1	E4.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4121	5638.337	3	9	3_bladder cell
E4.D042253.3_9_M.1.1-1	nan	3m	1	E4.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4221	5961.5063	4	4	4_bladder cell
E4.MAA000487.3_10_M.1.1-1	nan	3m	1	E4.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	5287	6318.059	1	8	1_bladder cell
E5.B002771.3_39_F.1.1-1	nan	3m	1	E5.B002771.3_39_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_39_F	nan	female	nan	4369	5666.5137	4	4	4_bladder cell
E5.D041914.3_8_M.1.1-1	nan	3m	1	E5.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4340	5823.8364	1	1	1_bladder cell
E5.D042253.3_9_M.1.1-1	nan	3m	1	E5.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	3752	5851.4253	4	4	4_bladder cell
E5.MAA000487.3_10_M.1.1-1	nan	3m	1	E5.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_10_M	nan	male	nan	4164	6815.4272	1	1	1_bladder cell
E6.B000610.3_56_F.1.1-1	nan	3m	1	E6.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4744	5971.32	5	3	5_bladder urothelial cell
E6.D041914.3_8_M.1.1-1	nan	3m	1	E6.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4312	5672.7373	3	10	3_bladder cell
E6.D042253.3_9_M.1.1-1	nan	3m	1	E6.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4931	6868.27	4	4	4_bladder cell
E6.MAA000487.3_10_M.1.1-1	nan	3m	1	E6.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4995	6611.883	4	4	4_bladder cell
E7.D041914.3_8_M.1.1-1	nan	3m	1	E7.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4429	6126.722	1	1	1_bladder cell
E7.D042253.3_9_M.1.1-1	nan	3m	1	E7.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4175	6209.984	4	4	4_bladder cell
E7.MAA000487.3_10_M.1.1-1	nan	3m	1	E7.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4951	5924.648	4	4	4_bladder cell
E8.B000610.3_56_F.1.1-1	nan	3m	1	E8.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	5018	6695.879	5	3	5_bladder urothelial cell
E8.D041914.3_8_M.1.1-1	nan	3m	1	E8.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4933	5887.728	3	9	3_bladder cell
E8.D042253.3_9_M.1.1-1	nan	3m	1	E8.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4408	6163.583	1	8	1_bladder cell
E8.MAA000487.3_10_M.1.1-1	nan	3m	1	E8.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	7012	6925.0537	2	5	2_bladder urothelial cell
E9.B000610.3_56_F.1.1-1	nan	3m	1	E9.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	6048	7366.2207	6	6	6_bladder urothelial cell
E9.B002764.3_38_F.1.1-1	nan	3m	1	E9.B002764.3_38_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_38_F	nan	female	nan	3988	6450.9155	0	3	0_bladder urothelial cell
E9.D041914.3_8_M.1.1-1	nan	3m	1	E9.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4797	5478.044	1	1	1_bladder cell
E9.D042253.3_9_M.1.1-1	nan	3m	1	E9.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	5131	7432.8447	1	8	1_bladder cell
E9.MAA000487.3_10_M.1.1-1	nan	3m	1	E9.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5274	6615.1567	6	6	6_bladder urothelial cell
F1.B000610.3_56_F.1.1-1	nan	3m	1	F1.B000610.3_56_F.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_56_F	nan	female	nan	3111	5282.8027	3	9	3_bladder cell
F1.D041914.3_8_M.1.1-1	nan	3m	1	F1.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4278	5634.7417	3	10	3_bladder cell
F1.D042253.3_9_M.1.1-1	nan	3m	1	F1.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	5083	7611.0723	4	4	4_bladder cell
F1.MAA000487.3_10_M.1.1-1	nan	3m	1	F1.MAA000487.3_10_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_10_M	nan	male	nan	4627	6026.63	4	4	4_bladder cell
F10.B000610.3_56_F.1.1-1	nan	3m	1	F10.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	4584	6437.198	5	3	5_bladder urothelial cell
F10.D041914.3_8_M.1.1-1	nan	3m	1	F10.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4949	6462.0728	1	1	1_bladder cell
F10.D042253.3_9_M.1.1-1	nan	3m	1	F10.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	4742	6715.8916	1	8	1_bladder cell
F10.MAA000487.3_10_M.1.1-1	nan	3m	1	F10.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5994	7348.4434	2	5	2_bladder urothelial cell
F11.B000610.3_56_F.1.1-1	nan	3m	1	F11.B000610.3_56_F.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_56_F	nan	female	nan	3702	6635.86	6	6	6_bladder urothelial cell
F11.D041914.3_8_M.1.1-1	nan	3m	1	F11.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_8_M	nan	male	nan	4334	6381.4604	1	1	1_bladder cell
F11.D042253.3_9_M.1.1-1	nan	3m	1	F11.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Scara5+)	3_9_M	nan	male	nan	5078	6824.347	1	8	1_bladder cell
F11.MAA000487.3_10_M.1.1-1	nan	3m	1	F11.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5970	7472.5957	2	5	2_bladder urothelial cell
F12.D041914.3_8_M.1.1-1	nan	3m	1	F12.D041914.3_8_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_8_M	nan	male	nan	4265	5764.141	3	10	3_bladder cell
F12.D042253.3_9_M.1.1-1	nan	3m	1	F12.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4948	6704.6523	4	4	4_bladder cell
F12.MAA000487.3_10_M.1.1-1	nan	3m	1	F12.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	5999	7034.177	2	5	2_bladder urothelial cell
F13.D042253.3_9_M.1.1-1	nan	3m	1	F13.D042253.3_9_M.1.1	bladder cell	CL:1001319	nan	bladder mesenchymal cell (Car3+)	3_9_M	nan	male	nan	4706	6693.827	4	4	4_bladder cell
F13.MAA000487.3_10_M.1.1-1	nan	3m	1	F13.MAA000487.3_10_M.1.1	bladder urothelial cell	CL:1001428	nan	luminal bladder epithelial cell (umbrella cell)	3_10_M	nan	male	nan	6013	7147.3765	2	5	2_bladder urothelial cell
